M54PI103E/1.PV;T61PSI033/1.PV;M54PDI109E/1.PV;M54PI104E/1.PV;M54TI106E/1.PV;M54II108E/1.PV;M54IQI117E/1.PV;M54TI105E/1.PV;M54VXI107E/1.PV;M54SI111E/1.PV_OS;TE4104_PMON_ALVO;frequencia_BCSS_alvo_eng;pressao_montante_alvo_eng
90.000000;34.600000;95.500000;185.600000;109.800000;100.000000;140.100000;72.600000;0.600000;68.100000;47.400000;32.000000;55.000000;34.000000
